episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,agent_timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,timers/sample_time_ms,timers/sample_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/learner_stats/allreduce_latency,info/learner/default_policy/learner_stats/cur_kl_coeff,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/total_loss,info/learner/default_policy/learner_stats/policy_loss,info/learner/default_policy/learner_stats/vf_loss,info/learner/default_policy/learner_stats/vf_explained_var,info/learner/default_policy/learner_stats/kl,info/learner/default_policy/learner_stats/entropy,info/learner/default_policy/learner_stats/entropy_coeff
2.6797634907344126,2.4422971610739195,2.522149062301844,60.0,3,1,20000200,20000200,True,71116,2501,f3bae37594c34918b662156f7c834ef7,2026-04-17_19-52-42,1776469962,4.295744895935059,22406.863577604294,2333014,login-ice-1.pace.gatech.edu,128.61.254.50,4.295744895935059,0,1,7cad6_00000,"[2.4443865350971996, 2.4422971610739195, 2.6797634907344126]","[61, 30, 89]",0.7195923458877487,3.4812445664287197,0.060429027424522885,15.55067389758665,0.0,4074.341,49.088,213.467,936.911,2.146,20000200,20000200,20000200,65.67142857142856,64.41428571428571,0.0,0.2,5e-05,0.06316955387592316,-0.09847900317981839,0.14961366541683674,-1.0,0.060174426063895226,0.6705862656235695,0.0
