episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,agent_timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,hist_stats/episode_reward,hist_stats/episode_lengths,timers/sample_time_ms,timers/sample_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/learner_stats/allreduce_latency,info/learner/default_policy/learner_stats/cur_kl_coeff,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/total_loss,info/learner/default_policy/learner_stats/policy_loss,info/learner/default_policy/learner_stats/vf_loss,info/learner/default_policy/learner_stats/vf_explained_var,info/learner/default_policy/learner_stats/kl,info/learner/default_policy/learner_stats/entropy,info/learner/default_policy/learner_stats/entropy_coeff
nan,nan,nan,nan,0,1,20000200,20000200,True,71113,2501,f3bae37594c34918b662156f7c834ef7,2026-04-17_19-49-46,1776469786,4.460371971130371,22407.02820467949,2327007,login-ice-1.pace.gatech.edu,128.61.254.50,4.460371971130371,0,1,12de7_00000,[],[],4219.103,47.403,234.33,853.497,1.957,20000200,20000200,20000200,67.4857142857143,65.31428571428572,0.0,0.2,5e-05,0.05185132473707199,-0.06600205600261688,0.10435224510729313,-1.0,0.067505698883906,0.5249208435416222,0.0
